WKT,Hyperlink,CAPT,DISCUSSION,YEAR_MO_DA,Shape_X,Shape_Y
"POINT (-90.47201979753 38.6956435130076)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-21.xml&_xslsrc=LCstyles.xsl,L&C,St. Charles,1806-09-21,-90.4720197975,38.695643513
"POINT (-90.2203369295942 38.8323106433027)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-22.xml&_xslsrc=LCstyles.xsl,L&C,"Coldwater Creek, 3 miles above St. Louis",1806-09-22,-90.2203369296,38.8323106433
"POINT (-90.1936654188027 38.6139718771999)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-09-23.xml&_xslsrc=LCstyles.xsl,L&C,Saint Louis,1806-09-23,-90.1936654188,38.6139718772
"POINT (-121.190476237924 45.6056482745851)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-25.xml&_xslsrc=LCstyles.xsl,L&C?,"at Ft Rock Camp, Dalles, Oregon?",1805-10-25/27,-121.190476238,45.6056482746
"POINT (-114.089122266875 46.749273609736)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-09.xml&_xslsrc=LCstyles.xsl,L&C,"Travelers Rest Camp, Lolo, Mt",1805-09-09/10,-114.089122267,46.7492736097
"POINT (-114.246078045916 46.7596980839899)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-11.xml&_xslsrc=LCstyles.xsl,L&C,x mi W of Lolo,1805-09-11,-114.246078046,46.759698084
"POINT (-114.572950042372 46.6139429755278)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-13.xml&_xslsrc=LCstyles.xsl,L&C,"Packers Meadow, Pack Ck, Idaho",1805-09-13,-114.572950042,46.6139429755
"POINT (-114.53454011371 46.7310354681781)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-06-29.xml&_xslsrc=LCstyles.xsl,L&C,"Lolo Hot Springs, Montana",1806-06-29,-114.534540114,46.7310354682
"POINT (-114.089122266875 46.749273609736)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-06-30.xml&_xslsrc=LCstyles.xsl,L&C,at Travelers Rest Camp,1806-06-30,-114.089122267,46.7492736097
"POINT (-114.089122266875 46.749273609736)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-07-01.xml&_xslsrc=LCstyles.xsl,L&C,at Travelers Rest Camp,1806-07-01/02,-114.089122267,46.7492736097
"POINT (-114.443437480849 46.7820150153396)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-12.xml&_xslsrc=LCstyles.xsl,L&C,"site in question; 3? mi E of Lolo Hot Spgs",1805-09-12,-114.443437481,46.7820150153
"POINT (-89.2352802767243 37.043936131742)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1803-11-20.xml&_xslsrc=LCstyles.xsl,L&C,6 miles up the Mississippi,1803-11-20,-89.2352802767,37.0439361317
"POINT (-89.1452681770588 36.9856082578655)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1803-11-19.xml&_xslsrc=LCstyles.xsl,L&C,at mouth of Ohio River,1803-11-19,-89.1452681771,36.9856082579
